gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,Segment,Segment_Name,Assigned_Intervention,CLV,Churn_Probability,High_Risk,Intervention_Cost,intervention_cost,baseline_loss,prevented_loss,net_benefit
Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2,0,4+ years,4,1,Loyal Champions,premium_support,1128.0,0.35535488,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,7517.7,0,4+ years,7,1,Loyal Champions,premium_support,1247.4,0.35493827,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,0,4+ years,1,2,Budget Conscious,discount_10,239.39999999999998,0.33354682,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,1,1-2 years,1,3,At-Risk Newcomers,feature_tutorial,855.5999999999999,0.42994127,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,0,2-4 years,8,1,Loyal Champions,premium_support,1329.6,0.4280075,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1474.75,1,1-2 years,1,3,At-Risk Newcomers,feature_tutorial,829.1999999999999,0.42481905,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,6001.45,0,4+ years,5,1,Loyal Champions,premium_support,1153.1999999999998,0.3595142,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,0,1-2 years,2,0,Segment 0,discount_20,585.5999999999999,0.45003137,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,0,4+ years,2,0,Segment 0,discount_20,606.5999999999999,0.36942607,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.65,472.25,0,0-1 year,1,0,Segment 0,discount_20,535.8,0.456935,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,1460.65,1,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1059.0,0.4236995,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,1336.35,0,4+ years,1,2,Budget Conscious,discount_10,233.39999999999998,0.3300585,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,0,4+ years,8,1,Loyal Champions,premium_support,1071.6,0.33763394,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,840.0,0.63156474,True,0,0.0,530.5143785476685,106.10287570953369,106.10287570953369
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,677.9,0,2-4 years,1,2,Budget Conscious,discount_10,231.0,0.37412077,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,0,1-2 years,1,3,At-Risk Newcomers,feature_tutorial,846.0,0.41677067,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,1,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1168.1999999999998,0.4428255,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,0,2-4 years,1,2,Budget Conscious,discount_10,235.79999999999998,0.37607577,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,72.0,0,0-1 year,1,2,Budget Conscious,discount_10,250.20000000000002,0.6177566,True,0,0.0,154.56270260810854,23.184405391216302,23.184405391216302
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,68.35,0,0-1 year,1,2,Budget Conscious,discount_10,235.79999999999998,0.5925763,True,0,0.0,139.7294974207878,20.959424613118173,20.959424613118173
Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.35,847.25,0,2-4 years,1,2,Budget Conscious,discount_10,232.20000000000002,0.42046943,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.0,44.0,0,0-1 year,1,0,Segment 0,discount_20,528.0,0.70006555,True,0,0.0,369.63461208343506,110.89038362503055,110.89038362503055
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.4,4295.35,0,2-4 years,5,1,Loyal Champions,premium_support,1132.8000000000002,0.39859194,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,1,0-1 year,2,2,Budget Conscious,discount_10,310.79999999999995,0.58740205,True,0,0.0,182.564555811882,27.3846833717823,27.3846833717823
Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,1,1-2 years,3,0,Segment 0,discount_20,667.8,0.39964053,False,0,0.0,0.0,0.0,0.0
Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,835.8000000000001,0.69098186,True,0,0.0,577.5226427078247,115.50452854156492,115.50452854156492
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,0,1-2 years,2,3,At-Risk Newcomers,feature_tutorial,904.8000000000001,0.39945242,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,1,0-1 year,5,3,At-Risk Newcomers,feature_tutorial,1207.1999999999998,0.52556485,True,0,0.0,634.4618861675261,126.89237723350521,126.89237723350521
Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71.0,4386.2,0,4+ years,5,1,Loyal Champions,premium_support,852.0,0.34688243,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,86.0,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1032.0,0.73408985,True,0,0.0,757.5807266235352,151.51614532470694,151.51614532470694
Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,1,4+ years,6,1,Loyal Champions,premium_support,1283.4,0.38989502,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,0,0-1 year,1,2,Budget Conscious,discount_10,254.39999999999998,0.6281406,True,0,0.0,159.7989758491516,23.969846377372733,23.969846377372733
Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,0,2-4 years,4,0,Segment 0,discount_20,732.5999999999999,0.39513767,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,1,0-1 year,1,0,Segment 0,discount_20,355.20000000000005,0.63745314,True,0,0.0,226.42335491180424,67.9270064735413,67.9270064735413
Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,0,2-4 years,6,1,Loyal Champions,premium_support,959.4000000000001,0.39737287,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,0,1-2 years,1,2,Budget Conscious,discount_10,236.39999999999998,0.41273582,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,275.4,0,1-2 years,1,2,Budget Conscious,discount_10,243.60000000000002,0.4202355,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,1,2-4 years,5,1,Loyal Champions,premium_support,718.8,0.43148568,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,0,1-2 years,2,2,Budget Conscious,discount_10,292.20000000000005,0.3822436,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,0,2-4 years,1,2,Budget Conscious,discount_10,237.0,0.37147623,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,846.8,0,1-2 years,2,0,Segment 0,discount_20,603.5999999999999,0.43400118,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,1,4+ years,4,1,Loyal Champions,premium_support,1147.1999999999998,0.3982899,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,0,4+ years,3,0,Segment 0,discount_20,603.0,0.39924535,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,0,4+ years,7,1,Loyal Champions,premium_support,1024.1999999999998,0.35010096,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,1,0-1 year,2,0,Segment 0,discount_20,499.20000000000005,0.456935,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,0,0-1 year,2,0,Segment 0,discount_20,619.8,0.45967948,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,269.65,0,0-1 year,2,2,Budget Conscious,discount_10,288.0,0.43436086,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740.0,1,2-4 years,5,1,Loyal Champions,premium_support,1210.1999999999998,0.41083,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,0,2-4 years,3,0,Segment 0,discount_20,718.2,0.40365434,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,0,4+ years,2,2,Budget Conscious,discount_10,305.4,0.35324115,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1626.4,0,4+ years,2,2,Budget Conscious,discount_10,286.79999999999995,0.3168367,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,800.3,0,2-4 years,2,2,Budget Conscious,discount_10,289.79999999999995,0.3799247,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,0,4+ years,2,1,Loyal Champions,premium_support,908.4000000000001,0.35982814,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,1,2-4 years,3,0,Segment 0,discount_20,482.40000000000003,0.39882404,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,4254.85,1,4+ years,3,3,At-Risk Newcomers,feature_tutorial,1014.0,0.38803935,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,0,0-1 year,2,0,Segment 0,discount_20,610.2,0.47961542,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,4627.8,0,4+ years,5,1,Loyal Champions,premium_support,1099.1999999999998,0.37232062,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,6838.6,0,4+ years,5,1,Loyal Champions,premium_support,1186.8000000000002,0.3633067,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,0,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1020.0,0.709474,True,0,0.0,723.6635076999664,144.73270153999317,144.73270153999317
Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,947.4000000000001,0.46928105,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,44.3,0,0-1 year,1,0,Segment 0,discount_20,531.5999999999999,0.70006555,True,0,0.0,372.15484807491293,111.64645442247388,111.64645442247388
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,1,0-1 year,1,2,Budget Conscious,discount_10,242.39999999999998,0.6643666,True,0,0.0,161.0424645423889,24.156369681358342,24.156369681358342
Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,0,4+ years,3,1,Loyal Champions,premium_support,962.4000000000001,0.364605,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,0,0-1 year,3,0,Segment 0,discount_20,730.8,0.48015788,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,256.6,0,0-1 year,2,0,Segment 0,discount_20,410.40000000000003,0.49218082,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,1,2-4 years,4,1,Loyal Champions,premium_support,1022.4000000000001,0.4248936,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.15,2274.1,0,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1045.8000000000002,0.39986283,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,0,2-4 years,3,0,Segment 0,discount_20,651.5999999999999,0.39672622,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,0,4+ years,1,2,Budget Conscious,discount_10,229.20000000000002,0.31560025,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,0,4+ years,8,1,Loyal Champions,premium_support,1353.0,0.3472177,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,59.25,0,0-1 year,1,2,Budget Conscious,discount_10,239.39999999999998,0.5814657,True,0,0.0,139.20289363861082,20.880434045791617,20.880434045791617
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,1147.85,0,4+ years,1,2,Budget Conscious,discount_10,234.0,0.36878636,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,0,4+ years,4,1,Loyal Champions,premium_support,786.5999999999999,0.3446997,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,0,2-4 years,2,3,At-Risk Newcomers,feature_tutorial,945.5999999999999,0.4207103,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,2078.95,0,2-4 years,6,0,Segment 0,discount_20,938.4000000000001,0.3877536,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,0,4+ years,6,1,Loyal Champions,premium_support,1263.0,0.35493827,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,0,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1071.0,0.54372954,True,0,0.0,582.3343412876129,116.46686825752255,116.46686825752255
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,0,4+ years,1,2,Budget Conscious,discount_10,247.79999999999998,0.33565995,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.7,1416.2,0,1-2 years,5,0,Segment 0,discount_20,824.4000000000001,0.39758727,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,0,0-1 year,6,0,Segment 0,discount_20,943.8000000000001,0.5023786,True,0,0.0,474.1449065923691,142.24347197771078,142.24347197771078
Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,0,4+ years,2,2,Budget Conscious,discount_10,297.0,0.35940078,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,1311.6,0,4+ years,1,2,Budget Conscious,discount_10,237.0,0.3257279,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,0,4+ years,5,1,Loyal Champions,premium_support,1069.1999999999998,0.38061208,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,0,4+ years,4,1,Loyal Champions,premium_support,1016.4000000000001,0.33763394,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,1,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1176.0,0.5142038,True,0,0.0,604.7036533355713,120.94073066711422,120.94073066711422
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1133.4,0.6085216,True,0,0.0,689.6983595609665,137.93967191219326,137.93967191219326
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,1,0-1 year,6,3,At-Risk Newcomers,feature_tutorial,1260.0,0.6529858,True,0,0.0,822.7621221542358,164.55242443084705,164.55242443084705
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,1,2-4 years,5,3,At-Risk Newcomers,feature_tutorial,1126.1999999999998,0.43514252,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,0,1-2 years,3,0,Segment 0,discount_20,718.8,0.47082245,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,0,2-4 years,1,2,Budget Conscious,discount_10,239.39999999999998,0.37538654,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1008.0,0.5368973,True,0,0.0,541.1924800872803,108.23849601745604,108.23849601745604
